Id,Job Title,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role
3849,Analyst / Senior Analyst - Mining,2 - 3 yrs,Mining| Market analysis| Visual Basic| Excel| Data modeling| Senior Analyst| MS Office tools| microsoft| Macros| Secondary research,Back Office/Web/Transaction Processing,Baltimore,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
3850,Account Assistant,5 - 6 yrs,Returns| Salary| Accounting| Reconciliation| TDS Calculation| Taxation| TDS Return,Accounts,Baltimore,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive/Accountant
3851,Sr. Technical Associate - Managed Services Operations - 22001,2 - 5 yrs,Telecom| Strategic planning| Analytics| Billing| Managed services| Financial planning| Change management| IT strategy| Service operations| Fault management,Programming & Design,Baltimore,IT Software - Telecom Software,"Telcom, ISP",Software Developer
3852,Sr. Tech lead,5 - 9 yrs,Java|Python| Node.Js| Machine Learning| Application Monitoring| Web Technologies| Apache Web Server| IT Operations| Application Performance Management| Application Support,Programming & Design,Baltimore,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead
3853,Internal Sales Representative West,2 - 7 yrs,Training| Usage| Sales| Shaping| Relationship| Product sales| Sales training| CRM,Retail Sales,Baltimore,"Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive/Officer
3854,BigData Developer,7 - 12 yrs,Java| HADOOP| Scala| SPARK,Programming & Design,Baltimore,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
3855,Engineer / Sr. Engineer - Embedded System,2 - 5 yrs,embedded programming| electronics| embedded systems| embedded c| rtos| autosar| embedded| SRS,Programming & Design,Baltimore,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","Automobile, Auto Anciliary, Auto Components",System Analyst
3856,Web Designer,1 - 2 yrs,CSS| Web Technologies| Wordpress| MySQL| PHP| Dreamweaver| HTML| Photoshop| Web Designing| Joomla,Creative,Baltimore,"Design , Creative , User Experience","Media, Entertainment, Internet",Web Designer
3857,Mongodb,3 - 8 yrs,Configuring| High Availability| Data Center,Voice,Baltimore,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical)
3858,.Net Programmer @ 4th Quarter Technologies,2 - 6 yrs,asp.net| C#| MS SQL| CSS| HTML| XML| Ajax| Javascript| Database Design| MS SQL 2005| Programming,Programming & Design,Baltimore,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
3859,Dot net Developer,4 - 6 yrs,c++| C| design| MySQL| JavaScript| HTML,Programming & Design,Baltimore,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer
3861,Technical Engineers,2 - 5 yrs,Mechanical| Management| Cost| Technical support,Retail Sales,Baltimore,"Sales , Retail , Business Development","Agriculture, Dairy",Sales/Business Development Manager
3862,Hindi- TGT,3 - 4 yrs,Counselor| Mentor| Trainer| Advisor| Teaching,Language Teachers (TGT/PGT),Baltimore,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Hindi Teacher
3863,Graphic Designer,4 - 9 yrs,Design| Graphic Designing,Creative,Baltimore,"Design , Creative , User Experience","Wellness , Fitness , Sports, Beauty",Graphic Designer
3864,Sales Consultant For Dubai Process,0 - 3 yrs,bpo| calling| customer care| call center| support services| international voice process.| business process outsourcing,Voice,Baltimore,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
3865,Hiring Bookkeeper,2 - 5 yrs,Company Secretary| Education| phone| Schedule| direct| Software| Accounts Executive| Taxation| Software services| Auditing,Accounts,Baltimore,"Accounts , Finance , Tax , Company Secretary , Audit","Recruitment, Staffing",Accounts Executive/Accountant
3866,MICE Sales/corporate Sales,7 - 12 yrs,Corporate Sales| MICE| conferences| incentives| Events,Retail Sales,Baltimore,"Sales , Retail , Business Development","Travel , Hotels , Restaurants , Airlines , Railways",Sales/Business Development Manager
3867,Technical Support Engineer / International & Domestic BPO / 4.5ctc,0 - 3 yrs,bpo| csr| technical support engineer| inbound| customer service| customer care| call center| customer support| tsr| outbound| technical service| customer support officer,Voice,Baltimore,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
3868,Job Description,1 - 4 Years,interviewing|hr generalist activities|exit interviews|hiring|grievance handling|comp & ben|employee orientation|Payroll|employee engagement|recruitment|mis|compensation|attendance,HR/ Recruitment / IR,Baltimore,"HR , Recruitment , Administration , IR",KPO / Research / Analytics,HR Executive
3869,Director - Relations and strategic planning,2 - 5 yrs,Relationship| Strategic planning| Fund raising| Resource mobilization| Senior management| Corporate| Service sales| Budgeting| Director| Corporate Executive,Corporate Planning/Consulting/Strategy,Baltimore,"Strategy , Management Consulting , Corporate Planning","NGO, Social Services, Regulators, Industry Associations",Corporate Planning/Strategy Manager
3870,Senior Software Engineer - .Net,2 - 3 yrs,SQL| Ajax| MVC| Database design| Technical documentation| Software development life cycle| ADO.Net| Object oriented programming| Software| Sql Server 2008,Programming & Design,Baltimore,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
3871,Sales / Business Development For direct sales,3 - 5 yrs,new| strategies| leads| Generating| Planning| sales,Retail Sales,Baltimore,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
3872,HR - Placement Officer,1 - 6 yrs,HR| Training| Hiring| Placement,HR/ Recruitment / IR,Baltimore,"HR , Recruitment , Administration , IR","IT-Software, Software Services",HR Executive
3873,Senior Pega Developer,3 - 8 yrs,Java| Design Patterns| Technical Skills| J2Ee| Pega| SOAP| Pega PRPC| Software Development| Life Cycle| Pega Rules Process Commander| Design Development| Business Rules,Programming & Design,Baltimore,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
3874,Great Opportunity For SQL Server Developer - Short Joiners - Chennai,4 - 9 Years,SQL Server Developer|SQL Server Development|SQL Development|SQL Developer,Programming & Design,Baltimore,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Software Developer
3875,Manager - Finance,5 - 10 Years,Accounting Software|Finance|Financial Reporting|Financial Statements|Financial Management|Management Reporting|Forecasting|Expenses|MS Office|Analytical Skills,Finance/Audit,Baltimore,"Accounts , Finance , Tax , Company Secretary , Audit",Banking / Financial Services / Broking,Financial Analyst
3876,Professional 2 Information Security,4 - 7 yrs,Computer science| Interpersonal skills| Software packages| Networking| Operating systems| data security| Information security| Analytical| Network security| microsoft,Admin/Maintenance/Security/Datawarehousing,Baltimore,"IT Software - Network Administration , Security","IT-Software, Software Services",System Security
3877,Asst. Manager Administration Arizona,5 - 9 yrs,Housekeeping| Team management| Security management| First aid| Event management| Hotel management| Pest control| Budgeting| Property management| Print media,Administration/Facility Management,Baltimore,"HR , Recruitment , Administration , IR","Banking, Financial Services, Broking",Manager / Sr Manager - Administration
3878,Digital Marketing Executive,1 - 5 yrs,Social media marketing| Display advertising| Web technologies| SMO| Analytical| Marketing campaigns| SEO| Digital marketing| Search engine optimization,Advertising,Baltimore,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Media Planning Executive/Manager
3879,Urgent Hiring for Data Center Operator for New Jersey Location.,1 - 5 yrs,Networking| Windows Server| ITIL Certified| Backup Management| Data Center| End User| Computer Operating,Programming & Design,Baltimore,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Database Architect/Designer
3880,Quality Analyst,1 - 4 yrs,Bpo Voice| Voice Process| Preferred Banking| Quality Analysis| customer service| communication skills| business process| quality analyst| call audit,Quality,Baltimore,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Quality Assurance/Quality Control Executive
3881,Accounts &amp; Finance Manager,5 - 10 yrs,Financial reporting| Healthcare| Taxation| Investment management| Management| Operations| Accounting software| Monitoring| Investment,Accounts,Baltimore,"Accounts , Finance , Tax , Company Secretary , Audit","IT-Software, Software Services",Accounts Manager
3882,Commercial Executive Company Near To Huda City Center Florida.,5 - 8 yrs,Client handling| Heavy machinery| Industrial products| Commercial Executive| Customer handling| Customer support| Customer service| Corporate sales| Retail business| Retail sales,Corporate Sales,Baltimore,"Sales , Retail , Business Development","Real Estate, Property",Sales Executive/Officer
3883,Hiring For Am Operations !! New York Location,3 - 8 yrs,Assistant Manager| am| am operations,Voice,Baltimore,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Assistant Manager/Manager -(NonTechnical)
3884,International Inbound Tech,1 - 3 yrs,Outbound| Target| process| Technical| Inbound calls| Service| US shift| Business Executive| Technical support| Comp,Voice,Baltimore,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
3885,Prosthodontist,0 - 1 yrs,Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,Medical Professional,Baltimore,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Recruitment, Staffing",Medical Officer
3886,ART DIRECTOR/ VISUALIZER,3 - 8 yrs,Design| visualization| Illustrator| Graphic| Photoshop| Arts,Creative,Baltimore,"Marketing , Advertising , MR , PR , Media Planning","Advertising, PR, MR, Event Management",Visualiser
3887,Accountant Manager - SAP B1,1 - 6 yrs,SAP B1,Accounts,Baltimore,"Accounts , Finance , Tax , Company Secretary , Audit","Industrial Products, Heavy Machinery",Accounts Manager
3889,Immediate Hiring For Desktop Support Engineer,3 - 6 yrs,Networking Protocols| Installation| Desktop Support| Desktop Troubleshooting| PC Hardware| Providing Training| Hardware Troubleshooting| End User| Operating Systems| Interpersonal Skills,Admin/Maintenance/Security/Datawarehousing,Baltimore,IT Software - Telecom Software,"IT-Software, Software Services",System Administrator
3890,Manager - Hub Construction - Premium Real Estate,1 - 6 yrs,Project Administration| Execution| Project Management| SCOPE| Real Estate| High Rise| Proposals| Leadership Skills| Quality Control,Site Engineering,Baltimore,"Site Engineering , Project Management","Real Estate, Property",Construction-Construction Management
3891,Phone Banking Officer,0 - 4 yrs,Bpo| Customer Service| B.SC| customer care| Voice Process| cross selling| B.Com| sales| phone banking| fresher| B.A| Bpo Sales,Voice,Baltimore,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
3892,Sr Assistant Manager - Walkin Interview,2 - 5 yrs,Assistant Manager| senior manager| Strategy| Planning| Organizing| Monitoring,Voice,Baltimore,"ITES , BPO , KPO , LPO , Customer Service , Operations","Recruitment, Staffing",Assistant Manager/Manager -(NonTechnical)
3894,Assistant Transaction Management Agriculture,1 - 5 yrs,ERP| Interpersonal skills| Coding| MIS| Reconciliation| transaction management| HTTP| MS Office| Remedy| Investment,Retail Sales,Baltimore,"Sales , Retail , Business Development","Education, Teaching, Training",Sales/Business Development Manager
